,IWRmultiplier,RESloss,TBDmultiplier,M_Imultiplier,ShoshoneDMND,ENVflows,EVAdelta,XBM_mu0,XBM_sigma0,XBM_mu1,XBM_sigma1,XBM_p00,XBM_p11,shift,Controlvariable
3600507,0.03461186505214127,0.03085005857716392,0.04412980605229263,0.03851640809468655,0.03402077731212872,0.027452239523392145,0.025095987026300157,0.10354807730312768,0.034521029296607456,0.05640217393902985,0.03699728461681627,0.06093780519478649,0.05197670137012293,0.42663773390907467,0.03617316649114295
3600603,0.11587271626378536,0.022277195738143712,0.021973120128876297,0.01831910424873546,0.03826883006685024,0.018005876523247578,0.033392012171655126,0.2594983901024278,0.04864139643499492,0.03950751938648561,0.0286742868414968,0.07523240945203563,0.038005578862374115,0.08368302992655455,0.022250450005352786
3600642,0.17119007388465635,0.0517228443325353,0.07294988088366552,0.058295167986391665,0.07717772536142348,0.05697671874350989,0.05442392540507164,0.17836006557320944,0.05173757836304045,0.07582615109443527,0.0632547156506781,0.06281580009219978,0.07258873650149633,0.17026920780494695,0.04939853155933205
3600645,0.10964261168996624,0.03251458499271828,0.029893265926043282,0.036755125824306664,0.05438875250440175,0.04328403648788179,0.0342120340113166,0.18683653971388586,0.036002430542409744,0.1582187719384018,0.037481126104725516,0.13221817583950307,0.06407823021350542,0.10171054634143106,0.04093559463533315
3600658,0.13546844316024587,0.04656747542826167,0.033394032630825146,0.0392856826764499,0.0994673034119596,0.04009461665341585,0.04337415346484635,0.2618447693182118,0.06379811632194334,0.04976692134895441,0.035589127869072666,0.0697071702554309,0.0398265127367879,0.058427228119590086,0.039948235456540124
3600660,0.379676907653049,0.0493857392779548,0.0531542258150141,0.04132851679075221,0.05679269479273731,0.04584056398043294,0.043524045978553014,0.10926430044457636,0.05235596926298654,0.04792457605322202,0.035270478782981465,0.0507104191551793,0.04833843452242575,0.04080456763203723,0.03681472706335548
3600671,0.1434291593722854,0.03279942800678981,0.031014587706366337,0.027440318935349255,0.06491165259576519,0.03603810324836623,0.04362428783076256,0.2890990520881399,0.05198475405817445,0.04704294089087609,0.036040168932283186,0.06907472015755503,0.03916740689429876,0.045934013104865126,0.03426089940591105
3600687,0.046799939297931484,0.03172838319778827,0.03283452767945376,0.03093120202735048,0.041782656731046634,0.02976801115968233,0.0281017392549312,0.11433447467581825,0.03401321518261604,0.09951080865663407,0.036989941009348326,0.08323650174977774,0.04185292281457651,0.3328288019965738,0.03931955860196119
3600709,0.13261669803105142,0.031663752913627934,0.0319136603251708,0.033170832510998526,0.12230030300086485,0.04215449824444992,0.03859345871115051,0.2906933559570125,0.06310564310388914,0.051105810395739394,0.03211469852678678,0.08158933674778696,0.04174366697337035,0.051710294091532334,0.03808283805609073
3600725,0.14869681023970438,0.04161963757969634,0.05310894260849036,0.03576344298875565,0.04836908734361768,0.050382281552545136,0.04618089381606191,0.31099273508835595,0.06736048763521442,0.057842175522261084,0.04550725464347395,0.07778787915591473,0.060008248354893275,0.05064704045586663,0.048457409245509314
3600728,0.15703393740105293,0.05536312625146543,0.05607789748807086,0.05605075934057957,0.07120323660063572,0.06365245653483964,0.062480577316313735,0.3156608510897476,0.07776522728419198,0.06431921227369068,0.0517611378457386,0.08365418447953123,0.06262674226390301,0.06858412087087147,0.0496640812143244
3600729,0.11251451087179427,0.02947468980076075,0.023183714793053502,0.01847733242613071,0.04197087896587496,0.04652366585868211,0.0337405351849881,0.3058364828731993,0.07083790871325825,0.04110765849674107,0.03490999050103922,0.057827824312150236,0.031805379247355645,0.08492838644056297,0.033607546777781085
