,10yrs_10prc,10yrs_20prc,10yrs_30prc,10yrs_40prc,10yrs_50prc,10yrs_60prc,10yrs_70prc,10yrs_80prc,10yrs_90prc,10yrs_100prc,20yrs_10prc,20yrs_20prc,20yrs_30prc,20yrs_40prc,20yrs_50prc,20yrs_60prc,20yrs_70prc,20yrs_80prc,20yrs_90prc,20yrs_100prc,30yrs_10prc,30yrs_20prc,30yrs_30prc,30yrs_40prc,30yrs_50prc,30yrs_60prc,30yrs_70prc,30yrs_80prc,30yrs_90prc,30yrs_100prc,40yrs_10prc,40yrs_20prc,40yrs_30prc,40yrs_40prc,40yrs_50prc,40yrs_60prc,40yrs_70prc,40yrs_80prc,40yrs_90prc,40yrs_100prc,50yrs_10prc,50yrs_20prc,50yrs_30prc,50yrs_40prc,50yrs_50prc,50yrs_60prc,50yrs_70prc,50yrs_80prc,50yrs_90prc,50yrs_100prc,60yrs_10prc,60yrs_20prc,60yrs_30prc,60yrs_40prc,60yrs_50prc,60yrs_60prc,60yrs_70prc,60yrs_80prc,60yrs_90prc,60yrs_100prc,70yrs_10prc,70yrs_20prc,70yrs_30prc,70yrs_40prc,70yrs_50prc,70yrs_60prc,70yrs_70prc,70yrs_80prc,70yrs_90prc,70yrs_100prc,80yrs_10prc,80yrs_20prc,80yrs_30prc,80yrs_40prc,80yrs_50prc,80yrs_60prc,80yrs_70prc,80yrs_80prc,80yrs_90prc,80yrs_100prc,90yrs_10prc,90yrs_20prc,90yrs_30prc,90yrs_40prc,90yrs_50prc,90yrs_60prc,90yrs_70prc,90yrs_80prc,90yrs_90prc,90yrs_100prc,100yrs_10prc,100yrs_20prc,100yrs_30prc,100yrs_40prc,100yrs_50prc,100yrs_60prc,100yrs_70prc,100yrs_80prc,100yrs_90prc,100yrs_100prc
0,0.0,0.000697765451754595,0.05887996944470009,0.07412824929295547,0.07787159143876543,0.07353918962388162,0.08697616659889507,0.06552326042706136,0.0,0.0,0.0,0.013290754475777322,0.06545379248343408,0.0799151616885313,0.09569420925009364,0.10220566390355212,0.13394492408704417,0.0,0.0,0.0,0.0005523417254703622,0.014349949794619565,0.07255849676369674,0.08744306244211786,0.11808497827346742,0.13680642591230674,0.08800790644046286,0.0,0.0,0.0,0.0019089000292035196,0.01884689727543787,0.07083448135214643,0.09996281405539287,0.14437586187999907,0.08311937824593418,0.0,0.0,0.0,0.0,0.0035535375481420273,0.02137670083830423,0.06918996090302665,0.10796321778613738,0.10384928434182428,0.0,0.0,0.0,0.0,0.0,0.001109505942499256,0.022800422351209604,0.08191069759420389,0.12738341561567657,0.07714511211879072,0.0,0.0,0.0,0.0,0.0,1.9392726944622574e-05,0.020532183980131236,0.09566222311017492,0.10074409678454666,0.0,0.0,0.0,0.0,0.0,0.0,0.00024118350334922933,0.030740533184533625,0.09548083225797332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003766968243192781,0.02516889850884063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017666750622310157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.009954224349935648,4.8962978397737444e-05,8.770604511620927e-05,5.726244842030326e-05,0.00016521553005477418,0.0005345798766412946,0.006806412602636702,0.0,0.0,0.0,0.0008635478465472968,8.721700035629887e-06,4.095201430853734e-05,0.0006712513046046586,0.0011084649852790562,0.010713680768960399,0.0,0.0,0.0,0.0007623616852715509,0.00010281299496084362,3.819248023773092e-05,0.0008457969687550859,0.0008784412151067178,0.01104939315280784,0.013258890963646186,0.0,0.0,0.0,0.003276922649438907,0.0002548909405875044,0.000530479886282964,0.0017209363727720417,0.0034722540900974375,0.00492729023974503,0.0,0.0,0.0,0.0,0.0019772327164736536,5.488994091928934e-05,0.0020004979890749786,0.0029221733054985988,0.006958399302274154,0.0,0.0,0.0,0.0,0.0,0.0008486711066785224,0.00039805598172204526,0.0006420924640537784,0.009037866605720257,0.0009319624780204094,0.0,0.0,0.0,0.0,0.0,0.001328253935192647,0.001991722418644093,0.002554636882791783,0.01921188423369502,0.0,0.0,0.0,0.0,0.0,0.0,0.0006339199962548392,0.00012519356832840778,0.014864287748865612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008898018018385079,0.00015610759829742804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.290980102699237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.015679975191485895,0.0023959129158709347,8.193525792843381e-06,1.8681121430885739e-06,2.0476415249159885e-05,0.0002848687078035317,0.05214318415796115,0.0,0.0,0.0,0.0029758280205119947,0.00011954271723546572,4.477912154188246e-06,2.0546056617498643e-05,0.0002120429634746568,0.010632694158733469,0.0,0.0,0.0,0.050292748533072196,7.80102779590619e-05,1.0638555335340527e-05,8.673959135174769e-06,1.9722479593364817e-05,0.007192394536878477,0.05588928861894116,0.0,0.0,0.0,0.007739797420305172,0.0001296734374177655,4.792654591601053e-05,7.687847523807356e-06,0.0009556243936567066,0.0016444708712971545,0.0,0.0,0.0,0.0,4.076428842436641e-05,3.520499889564377e-05,6.449316375400915e-05,0.0008587071856271944,0.005043213731826368,0.0,0.0,0.0,0.0,0.0,0.0004208663982496752,0.00012872440051814316,8.612999313484249e-05,0.004279491005463321,0.01669600145511574,0.0,0.0,0.0,0.0,0.0,0.0006050195258738844,4.529120337948278e-05,0.005290814393691612,0.014616034503143083,0.0,0.0,0.0,0.0,0.0,0.0,6.662040104155054e-05,0.000916664729915917,0.03176559213529773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011219580969690224,0.02030668554478865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02253312858583889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.008604058793827418,8.716900225003155e-05,0.00010267216576342886,0.0005032576565042746,2.4706720295752937e-05,0.00043403641343009447,0.148468368146066,0.0,0.0,0.0,0.0016743922758430951,1.8850603049513914e-05,0.000360232725817089,7.734626725686145e-05,1.037034979067819e-05,0.005343054912821388,0.0,0.0,0.0,0.00881806545923347,2.276590836469694e-05,7.08644124978175e-05,0.0002053630503534576,0.0003427260552099076,1.715364589505164e-05,0.10507579008886414,0.0,0.0,0.0,0.0020316310759799228,9.416940508488736e-07,0.00037582921802792324,0.001518329187336187,0.000770396116197114,0.0010421116170201694,0.0,0.0,0.0,0.0,0.00043667068008279575,2.085352131742102e-05,0.0014356632078039722,0.0010558410458244571,0.004732231072346327,0.0,0.0,0.0,0.0,0.0,0.0017258241114510575,0.0007711717166494214,0.0003188923223300666,0.009143880927550585,0.027883475837297556,0.0,0.0,0.0,0.0,0.0,0.000997624541528963,0.0008337820907858839,0.0037118781750421492,0.0090502617014937,0.0,0.0,0.0,0.0,0.0,0.0,0.000411700730999387,1.3632460506340927e-05,0.009342350038322067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041679046358167327,0.005010001759264915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007706373682815126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.006776626286739473,0.0016590659377820893,0.0010324964425657557,0.00033069245667372016,0.00026199618325017937,1.695267587420446e-07,1.6367425707652927e-05,0.0,0.0,0.0,0.0023490853153613767,0.0005812090901196054,0.0006037584157936315,0.0006252531382661131,6.312667243280057e-05,0.00021258613237795654,0.0,0.0,0.0,0.0014638323520008711,0.0009571612026333387,0.0007414798058353878,0.0004374896639774972,5.8359181004941085e-05,0.00018415487266609798,0.0002630838105466271,0.0,0.0,0.0,0.013664186331186712,0.00090913282068672,0.0006903940688790522,1.2511021063033034e-05,1.2558039994448045e-05,0.0006476493140895601,0.0,0.0,0.0,0.0,0.005398596121333754,0.0006417195422486754,2.16891584595702e-05,0.00043610786738201845,0.0030614546020466538,0.0,0.0,0.0,0.0,0.0,0.0025470381807835007,8.208452356284202e-05,0.00022907627454171742,4.1279406290950504e-06,0.00998224115723001,0.0,0.0,0.0,0.0,0.0,0.000588559174178771,0.00013877899554515238,0.0022288134113900293,0.00034696973925252284,0.0,0.0,0.0,0.0,0.0,0.0,0.0005026974907439419,6.396245870277095e-05,0.006250234582345526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030124691108834867,0.0016620745037004836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14761491956268535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0019543106053574455,0.003115964419838302,0.0007618535923451519,0.0005466889727769875,0.0002198250652230005,7.217135705006594e-05,0.004137467044415533,0.0,0.0,0.0,0.0013464778342310302,0.00011546381923066562,0.0005496654839884929,0.00014025370863857134,0.0006650662704312804,0.012771266169046114,0.0,0.0,0.0,0.00026959087490552314,9.012473688829736e-05,0.0005195448793352542,0.0006242915921889081,0.0013470386293931158,0.007038062900928899,0.002063516570205759,0.0,0.0,0.0,0.002640458211285668,8.474134103320097e-07,0.00047598894190425955,0.0004650882798253875,0.00651342639175112,0.00900503444668499,0.0,0.0,0.0,0.0,4.617737714984749e-06,8.419926084790585e-05,0.0013687695614038597,0.003883155176273023,0.009091426009180559,0.0,0.0,0.0,0.0,0.0,0.00016270837024479068,0.00024849340191834823,0.0040051712777212645,0.008527347187777812,0.06567536199425572,0.0,0.0,0.0,0.0,0.0,6.005224661165265e-05,0.0013022111872459385,0.008353714748971286,0.04695753260981894,0.0,0.0,0.0,0.0,0.0,0.0,3.2129776035505486e-05,0.005214855217247849,0.027877201592052425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039691068537439644,0.003649915861997477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1841381493702414e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.018948819438901587,0.005110468164967408,0.0036244043136686166,0.005984483099406357,0.003765415354691104,0.00018922443345048556,0.07554270258612772,0.0,0.0,0.0,0.0076796700534852436,0.005407113578723477,0.005436216582777709,0.005587723939846967,0.0020808600437620672,4.54226141863856e-05,0.0,0.0,0.0,0.010971452146883998,0.004903802193317763,0.005420315007245269,0.006302153513404685,0.009660123292674294,0.0002944220864534719,0.08417360990383627,0.0,0.0,0.0,0.0009180896987489584,0.005091086295557545,0.005274079666633069,0.010493558058740637,0.001892451597048761,0.004675372266281119,0.0,0.0,0.0,0.0,0.009362416537100904,0.006085536906858979,0.004857030036091836,0.00782761388105635,0.003706231732277132,0.0,0.0,0.0,0.0,0.0,0.003276027640382595,0.007867530683524193,0.008929164158323788,0.009628632535282233,0.007615769754442114,0.0,0.0,0.0,0.0,0.0,0.0034440644835496137,0.006903686239513096,0.0007449621796857819,0.0163434837019506,0.0,0.0,0.0,0.0,0.0,0.0,0.004052811684199353,0.004341717761727537,0.01060799251049449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039920690481328736,8.649594952547801e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062225142894341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.11168481828256338,0.19199837327611868,0.2974684961416396,0.3577690282255582,0.3907885606925763,0.3385117928757184,0.2831325233980092,0.0,0.0,0.0,0.11191857477551037,0.2450331316865766,0.3248870536156433,0.3289176148822348,0.32880839929937133,0.31798570325638975,0.0,0.0,0.0,0.03014372742997451,0.13850436799305454,0.27473271985741154,0.28194917774289685,0.2915289908379537,0.30661818388549933,0.0,0.0,0.0,0.0,0.05624775960909689,0.1874762000780864,0.2856911559861859,0.2659976507968881,0.294241118605832,0.25649975028486915,0.0,0.0,0.0,0.0,0.053087952094247326,0.2224506767418729,0.2370947149049366,0.2667425949093247,0.2704661858389673,0.0,0.0,0.0,0.0,0.0,0.06521974794042895,0.2323578574438837,0.24326738620518407,0.24965821501365038,0.1910778479220454,0.0,0.0,0.0,0.0,0.0,0.08554209656430023,0.21914123346767533,0.24463948862483853,0.20749599317827816,0.0,0.0,0.0,0.0,0.0,0.0,0.11265904410713456,0.21904094057678547,0.22363765255170465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16548070856788333,0.21597844722796344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215454528010042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.002606801396310421,0.004711887234253198,0.006978231608402385,0.008241646191623153,0.009407133601660678,0.023832940054994367,0.2570676716116027,0.0,0.0,0.0,0.0016750577301390956,0.0028666961824774795,0.002630079287316067,0.0036657589552518965,0.006482383854918505,0.06841301346159245,0.0,0.0,0.0,0.00560015850605422,0.0002959645606296357,0.0014293844095608632,0.0004443001397567148,0.00016044445946683528,0.008698967271928426,0.2151151968886973,0.0,0.0,0.0,0.00030374597106430645,0.0008023692531100579,3.5592449649457514e-05,0.00013631369908750912,2.4729218139896147e-05,0.021297718601245186,0.0,0.0,0.0,0.0,0.00024163626071538324,4.9094160473717174e-05,0.0007601750973100785,0.0032389163570459845,0.00025302324454168357,0.0,0.0,0.0,0.0,0.0,0.0001657308375365707,0.00037422892543526043,0.006687718957796185,0.010326643696989102,0.004513625075318384,0.0,0.0,0.0,0.0,0.0,0.00014101005752364948,0.0036613730374410736,0.016116525722216002,0.003121061494065769,0.0,0.0,0.0,0.0,0.0,0.0,0.00020639780310671707,0.013522867553056761,0.006076968440151265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037142098950748714,0.040290434466131564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012702682914464636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.21332072086532505,0.07183781421382818,0.018084864044294102,0.006394626160672101,0.0009738526006068948,0.00040927418971137275,0.020688768841171545,0.0,0.0,0.0,0.17894461591427435,0.04803346849933221,0.008475024268403186,0.001240780423783061,3.986474032879883e-06,0.0019021417385122197,0.0,0.0,0.0,0.1773617401244899,0.13341215497830972,0.028970915250469798,0.004212755482862485,0.0035153288814897543,0.004038600860765462,0.0017459733563749413,0.0,0.0,0.0,0.22772486214356602,0.09753719993953236,0.018659503444410586,0.007489297174276266,0.005344239285633989,0.009924181750242567,0.0,0.0,0.0,0.0,0.24434202501070135,0.07843360898765062,0.01624260294019586,0.01034867114532012,0.01883491828606998,0.0,0.0,0.0,0.0,0.0,0.22347117146505202,0.0686330149701132,0.018277510805738584,0.017988227769224818,0.025088775405833097,0.0,0.0,0.0,0.0,0.0,0.18369149371068139,0.050002405798623806,0.016164272920059397,0.0005916118707244289,0.0,0.0,0.0,0.0,0.0,0.0,0.15474313435024856,0.03600579212907207,0.006188557102856707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10303949653436051,0.010337565851322728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13876469110531342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
