WDID,Water Source
3801432,BRUSH CREEK
3801433,LITTLE WOODY CREEK
3801434,ROARING FORK RIVER
3801437,GROUNDWATER: ROARING FORK RIVER
3801438,THREEMILE CREEK
3801439,CRYSTAL SPRING CREEK
3801440,LITTLE WOODY CREEK
3801441,SNOWMASS CREEK
3801442,SNOWMASS CREEK
3801444,COLLINS CREEK
3801445,COLLINS CREEK
3801446,CASTLE CREEK
3801447,CASTLE CREEK
3801448,CASTLE CREEK
3801449,THREEMILE CREEK
3801450,ROARING FORK RIVER
3801451,CATTLE CREEK
3801453,WOODY CREEK
3801454,MAROON CREEK
3801455,CRYSTAL RIVER
3801456,CRYSTAL RIVER
3801457,AVALANCHE CREEK
3801458,CRYSTAL RIVER
3801460,CRYSTAL RIVER
3801463,YULE CREEK
3801464,FOURMILE CREEK
3801465,ROARING FORK RIVER
3801466,CRYSTAL RIVER
3801469,FOURMILE CREEK
3801470,BRUSH CREEK
3801471,BRUSH CREEK
3801472,WOODY CREEK
3801474,SNOWMASS CREEK
3801475,COAL CREEK
3801476,ROARING FORK RIVER
3801477,DRY WOODY CREEK
3801478,EDGERTON CREEK
3801479,WEST COULTER CREEK
3801480,THOMAS CREEK
3801481,MESA CREEK
3801482,ROARING FORK RIVER
3801484,BUFFALO CREEK
3801485,WOODY CREEK
3801486,FRYINGPAN RIVER
3801487,FRYINGPAN RIVER
3801488,FRYINGPAN RIVER
3801493,LITTLE WOODY CREEK
3801494,BRUSH CREEK
3801495,BRUSH CREEK
3801496,BRUSH CREEK
3801497,BRUSH CREEK
3801498,HUNTER CREEK
3801499,MAROON CREEK
3801500,ROARING FORK RIVER
3801501,ROARING FORK RIVER
3801502,BUFFALO CREEK
3801503,RED CANYON
3801504,ROARING FORK RIVER
3801505,CATTLE CREEK
3801506,CATTLE CREEK
3801507,CATTLE CREEK
3801508,CRYSTAL RIVER
3801509,ROARING FORK RIVER
3801510,PRINCE CREEK
3801511,PRINCE CREEK
3801512,LITTLE WOODY CREEK
3801513,COAL CREEK
3801514,ROARING FORK RIVER
3801516,FOURMILE CREEK
3801517,FOURMILE CREEK
3801519,COAL CREEK
3801520,CAPITOL CREEK
3801521,CAPITOL CREEK
3801522,LANDIS CREEK
3801523,FOURMILE CREEK
3801524,FOURMILE CREEK
3801525,FOURMILE CREEK
3801526,FOURMILE CREEK
3801527,FOURMILE CREEK
3801528,FOURMILE CREEK
3801529,FOURMILE CREEK
3801530,FOURMILE CREEK
3801531,FOURMILE CREEK
3801532,FOURMILE CREEK
3801533,FOURMILE CREEK
3801534,FOURMILE CREEK
3801535,FOURMILE CREEK
3801536,BRUSH CREEK
3801538,FOURMILE CREEK
3801540,LITTLE WOODY CREEK
3801541,ROARING FORK RIVER
3801542,LITTLE WOODY CREEK
3801543,LITTLE WOODY CREEK
3801544,LITTLE WOODY CREEK
3801545,LITTLE WOODY CREEK
3801546,ROARING FORK RIVER
3801547,LITTLE WOODY CREEK
3801548,LITTLE WOODY CREEK
3801549,LITTLE WOODY CREEK
3801550,BRUSH CREEK
3801551,BRUSH CREEK
3801552,MESA CREEK
3801553,ROARING FORK RIVER
3801555,HUNTER CREEK
3801558,COAL CREEK
3801559,SOPRIS CREEK
3801560,SOPRIS CREEK
3801561,ROARING FORK RIVER
3801563,ROARING FORK RIVER
3801564,CRYSTAL RIVER
3801565,ROARING FORK RIVER
3801566,WOODY CREEK
3801568,PRINCE CREEK
3801569,PRINCE CREEK
3801570,ROARING FORK RIVER
3801571,BRUSH CREEK
3801572,CRYSTAL SPRING CREEK
3801573,DEER CREEK
3801575,CRYSTAL RIVER
3801576,FRYINGPAN RIVER
3801577,DOWNEY CREEK
3801578,CAPITOL CREEK
3801579,CAPITOL CREEK
3801580,HUNTER CREEK
3801581,SOPRIS CREEK
3801582,EAST SOPRIS CREEK
3801583,SOPRIS CREEK
3801584,EAST SOPRIS CREEK
3801585,CARTER CREEK
3801586,CARTER CREEK
3801587,FRYINGPAN RIVER
3801588,CHAPMAN GULCH
3801589,CUNNINGHAM CREEK
3801590,FRYINGPAN RIVER
3801591,FRYINGPAN RIVER
3801592,GRANITE CREEK
3801593,HUNTER CREEK
3801594,HUNTER CREEK
3801595,IVANHOE CREEK
3801596,IVANHOE CREEK
3801597,LAST CHANCE CREEK
3801598,LILY PAD CREEK
3801599,LIME CREEK
3801600,MIDDLE CUNNINGHAM CREEK
3801601,MIDWAY CREEK
3801602,MORMON CREEK
3801603,FRYINGPAN RIVER
3801604,FRYINGPAN RIVER
3801605,IVANHOE CREEK
3801606,CUNNINGHAM CREEK
3801607,FRYINGPAN RIVER
3801608,NO NAME CREEK
3801609,NORTH FORK FRYINGPAN RIVER
3801610,SOUTH FORK FRYINGPAN RIVER
3801611,FRYINGPAN RIVER
3801612,FRYINGPAN RIVER
3801613,SAWYER CREEK
3801614,FRYINGPAN RIVER
3801615,FRYINGPAN RIVER
3801616,FRYINGPAN RIVER
3801617,FRYINGPAN RIVER
3801618,FRYINGPAN RIVER
3801619,FRYINGPAN RIVER
3801620,ROARING FORK RIVER
3801622,SEVEN CASTLES CREEK
3801625,FRYINGPAN RIVER
3801626,FOURMILE CREEK
3801627,SOPRIS CREEK
3801628,SOPRIS CREEK
3801629,SOPRIS CREEK
3801630,ROARING FORK RIVER
3801631,ROARING FORK RIVER
3801632,FRYINGPAN RIVER
3801633,PRINCE CREEK
3801634,CRYSTAL RIVER
3801635,CRYSTAL RIVER
3801636,CRYSTAL RIVER
3801637,CRYSTAL RIVER
3801640,ROARING FORK RIVER
3801641,FRYINGPAN RIVER
3801642,SNOWMASS CREEK
3801643,HUNTER CREEK
3801644,HUNTER CREEK
3801645,BLUE CREEK
3801646,BLUE CREEK
3801647,SOPRIS CREEK
3801648,EDGERTON CREEK
3801649,PRINCE CREEK
3801650,ROARING FORK RIVER
3801651,THOMPSON CREEK
3801652,CATTLE CREEK
3801653,FRYINGPAN RIVER
3801654,FRYINGPAN RIVER
3801655,FRYINGPAN RIVER
3801656,ROARING FORK RIVER
3801657,CRYSTAL RIVER
3801658,ROARING FORK RIVER
3801659,LUCHSINGER CREEK
3801660,BLUE CREEK
3801661,WOODY CREEK
3801662,BLUE CREEK
3801663,THOMPSON CREEK
3801664,THOMPSON CREEK
3801665,THOMPSON CREEK
3801667,SOPRIS CREEK
3801668,ROARING FORK RIVER
3801669,ROARING FORK RIVER
3801670,YANK CREEK
3801671,YANK CREEK
3801673,DOWNEY CREEK
3801674,CRYSTAL RIVER
3801675,THREEMILE CREEK
3801676,THREEMILE CREEK
3801677,CRYSTAL RIVER
3801678,CRYSTAL RIVER
3801679,CRYSTAL RIVER
3801680,CRYSTAL RIVER
3801681,CRYSTAL RIVER
3801682,CRYSTAL RIVER
3801683,CRYSTAL RIVER
3801684,CRYSTAL RIVER
3801685,BRUSH CREEK
3801686,CRYSTAL RIVER
3801687,CRYSTAL RIVER
3801688,CARBONATE CREEK
3801689,CARBONATE CREEK
3801690,ROARING FORK RIVER
3801691,ROARING FORK RIVER
3801692,ROARING FORK RIVER
3801693,ROARING FORK RIVER
3801694,ROARING FORK RIVER
3801695,ROARING FORK RIVER
3801696,ROARING FORK RIVER
3801697,ROARING FORK RIVER
3801698,ROARING FORK RIVER
3801699,LITTLE ELK CREEK
3801700,LITTLE ELK CREEK
3801701,LITTLE ELK CREEK
3801702,SNOWMASS CREEK
3801703,SNOWMASS CREEK
3801704,SNOWMASS CREEK
3801705,SNOWMASS CREEK
3801706,SNOWMASS CREEK
3801710,ROARING FORK RIVER
3801711,ROARING FORK RIVER
3801712,ROARING FORK RIVER
3801713,ROARING FORK RIVER
3801716,COAL CREEK
3801717,COAL CREEK
3801718,COAL CREEK
3801719,COAL CREEK
3801720,COAL CREEK
3801721,COAL CREEK
3801722,COAL CREEK
3801723,COAL CREEK
3801724,COAL CREEK
3801725,COAL CREEK
3801726,COAL CREEK
3801727,COAL CREEK
3801728,COAL CREEK
3801729,COAL CREEK
3801730,COAL CREEK
3801731,COAL CREEK
3801732,DUTCH CREEK
3801733,COAL CREEK
3801734,COAL CREEK
3801735,CRYSTAL RIVER
3801736,CRYSTAL RIVER
3801741,THREEMILE CREEK
3801742,THREEMILE CREEK
3801746,BUFFALO CREEK
3801747,BUFFALO CREEK
3801748,BUFFALO CREEK
3801749,BUFFALO CREEK
3801760,IVANHOE CREEK
3801761,IVANHOE CREEK
3801762,IVANHOE CREEK
3801763,ROARING FORK RIVER
3801764,LINCOLN CREEK
3801765,LINCOLN CREEK
3801766,LINCOLN CREEK
3801767,ROARING FORK RIVER
3801768,LINCOLN CREEK
3801769,ROARING FORK RIVER
3801770,NORTH THOMPSON CREEK
3801771,NORTH THOMPSON CREEK
3801772,NORTH THOMPSON CREEK
3801774,CRYSTAL RIVER
3801776,CRYSTAL RIVER
3801777,RAPID CREEK
3801778,OTTO CREEK
3801779,OTTO CREEK
3801780,OTTO CREEK
3801781,OTTO CREEK
3801783,BLUE CREEK
3801784,PRINCE CREEK
3801785,ROARING FORK RIVER
3801786,ROARING FORK RIVER
3801787,ROARING FORK RIVER
3801788,OWL CREEK
3801789,CASTLE CREEK
3801790,HUNTER CREEK
3801791,BUFFALO CREEK
3801792,FOURMILE CREEK
3801793,BLUE CREEK
3801794,FOURMILE CREEK
3801796,RUEDI CREEK
3801797,SNOWMASS CREEK
3801798,CASTLE CREEK
3801799,CASTLE CREEK
3801800,CASTLE CREEK
3801801,CASTLE CREEK
3801802,FOURMILE CREEK
3801803,FOURMILE CREEK
3801804,FOURMILE CREEK
3801805,FOURMILE CREEK
3801806,FOURMILE CREEK
3801807,ROARING FORK RIVER
3801808,CRYSTAL RIVER
3801810,MAROON CREEK
3801813,ROARING FORK RIVER
3801815,FRYINGPAN RIVER
3801816,BRUSH CREEK
3801817,FRYINGPAN RIVER
3801821,SOPRIS CREEK
3801823,COULTER CREEK
3801824,ROARING FORK RIVER
3801825,WEST SOPRIS CREEK
3801826,OWL CREEK
3801827,ROARING FORK RIVER
3801828,SNOWMASS CREEK
3801829,ROARING FORK RIVER
3801830,ROARING FORK RIVER
3801831,HUNTER CREEK
3801832,HUNTER CREEK
3801833,SOPRIS CREEK
3801834,SOPRIS CREEK
3801836,LITTLE WOODY CREEK
3801837,CRYSTAL RIVER
3801838,CRYSTAL RIVER
3801839,ROARING FORK RIVER
3801840,ROARING FORK RIVER
3801842,CAPITOL CREEK
3801843,CAPITOL CREEK
3801844,ROARING FORK RIVER
3801845,ROARING FORK RIVER
3801846,ROARING FORK RIVER
3801847,ROARING FORK RIVER
3801848,ROARING FORK RIVER
3801849,HUNTER CREEK
3801850,HUNTER CREEK
3801851,CASTLE CREEK
3801853,ROARING FORK RIVER
3801854,NORTH THOMPSON CREEK
3801855,SNOWMASS CREEK
3801856,CASTLE CREEK
3801857,ROARING FORK RIVER
3801860,CRYSTAL RIVER
3801861,SNOWMASS CREEK
3801862,SNOWMASS CREEK
3801863,ROARING FORK RIVER
3801866,ROARING FORK RIVER
3801867,MESA CREEK
3801870,DRY WOODY CREEK
3801871,THREEMILE CREEK
3801874,ROARING FORK RIVER
3801875,ROARING FORK RIVER
3801876,CRYSTAL SPRING CREEK
3801877,CRYSTAL SPRING CREEK
3801878,CRYSTAL SPRING CREEK
3801879,CRYSTAL SPRING CREEK
3801880,CRYSTAL SPRING CREEK
3801881,CRYSTAL SPRING CREEK
3801882,CRYSTAL SPRING CREEK
3801883,CRYSTAL SPRING CREEK
3801884,CRYSTAL SPRING CREEK
3801885,CRYSTAL SPRING CREEK
3801891,HUNTER CREEK
3801893,RUEDI CREEK
3801894,CRYSTAL SPRING CREEK
3801895,ROARING FORK RIVER
3801896,FRYINGPAN RIVER
3801897,FRYINGPAN RIVER
3801898,ROARING FORK RIVER
3801899,ROARING FORK RIVER
3801901,ROARING FORK RIVER
3801903,THOMAS CREEK
3801904,CAPITOL CREEK
3801905,DOWNEY CREEK
3801906,FRENCHMAN CREEK
3801907,FRYINGPAN RIVER
3801908,FRYINGPAN RIVER
3801909,JAKEMAN CREEK
3801910,CASTLE CREEK
3801911,CATTLE CREEK
3801912,ROARING FORK RIVER
3801914,SOPRIS CREEK
3801915,FRYINGPAN RIVER
3801916,SOPRIS CREEK
3801917,SOPRIS CREEK
3801918,SOPRIS CREEK
3801919,ROARING FORK RIVER
3801920,FRYINGPAN RIVER
3801921,ROARING FORK RIVER
3801922,LANDIS CREEK
3801923,CRYSTAL RIVER
3801924,CRYSTAL RIVER
3801926,ROARING FORK RIVER
3801927,CASTLE CREEK
3801928,CATTLE CREEK
3801929,CRYSTAL SPRING CREEK
3801930,SNOWMASS CREEK
3801931,THREEMILE CREEK
3801932,SOPRIS CREEK
3801933,SOPRIS CREEK
3801940,FRYINGPAN RIVER
3801942,SNOWMASS CREEK
3801943,FRYINGPAN RIVER
3801944,FRENCHMAN CREEK
3801946,SNOWMASS CREEK
3801947,THREEMILE CREEK
3801948,THREEMILE CREEK
3801949,BUFFALO CREEK
3801950,RED CANYON
3801952,HUNTER CREEK
3801953,ROARING FORK RIVER
3801954,ROARING FORK RIVER
3801955,LANDIS CREEK
3801956,ROARING FORK RIVER
3801957,CRYSTAL RIVER
3801958,SOPRIS CREEK
3801960,SNOWMASS CREEK
3801961,WARREN CREEK
3801963,CASTLE CREEK
3801964,FRYINGPAN RIVER
3801965,CAPITOL CREEK
3801966,ROARING FORK RIVER
3801967,WOODY CREEK
3801968,CRYSTAL SPRING CREEK
3801969,ROARING FORK RIVER
3801970,ROARING FORK RIVER
3801971,CRYSTAL RIVER
3801972,CRYSTAL RIVER
3801973,FOURMILE CREEK
3801974,CATTLE CREEK
3801976,FRYINGPAN RIVER
3801978,ROARING FORK RIVER
3801979,CASTLE CREEK
3801980,SOPRIS CREEK
3801981,CASTLE CREEK
3801982,ROARING FORK RIVER
3801983,MAROON CREEK
3801984,MAROON CREEK
3801985,ROARING FORK RIVER
3801987,CRYSTAL RIVER
3801988,ROARING FORK RIVER
3801992,ROARING FORK RIVER
3801993,FOURMILE CREEK
3801994,BLUE CREEK
3801996,ROARING FORK RIVER
3801997,MAROON CREEK
3801998,MAROON CREEK
3801999,MAROON CREEK
3803503,SNOWMASS CREEK
3803508,COULTER CREEK
3803510,CASTLE CREEK
3803511,FOURMILE CREEK
3803512,FOURMILE CREEK
3803513,ROARING FORK RIVER
3803515,CAPITOL CREEK
3803516,CASTLE CREEK
3803518,CASTLE CREEK
3803519,CASTLE CREEK
3803520,CASTLE CREEK
3803521,CASTLE CREEK
3803522,CASTLE CREEK
3803523,CASTLE CREEK
3803524,ROARING FORK RIVER
3803542,EAST COULTER CREEK
3803544,FRYINGPAN RIVER
3803547,THOMAS CREEK
3803549,ROARING FORK RIVER
3803552,ROARING FORK RIVER
3803553,DRY WOODY CREEK
3803558,FOURMILE CREEK
3803559,OWL CREEK
3803560,OWL CREEK
3803561,OWL CREEK
3803562,OWL CREEK
3803563,OWL CREEK
3803564,OWL CREEK
3803565,OWL CREEK
3803566,OWL CREEK
3803567,FOURMILE CREEK
3803568,FOURMILE CREEK
3803570,CRYSTAL RIVER
3803572,CASTLE CREEK
3803573,ROARING FORK RIVER
3803575,CRYSTAL SPRING CREEK
3803577,ROARING FORK RIVER
3803578,ROARING FORK RIVER
3803579,ROARING FORK RIVER
3803580,ROARING FORK RIVER
3803586,BLUE CREEK
3803587,WILLOW CREEK
3803588,WILLOW CREEK
3803589,WILLOW CREEK
3803590,WILLOW CREEK
3803591,MAROON CREEK
3803592,CRYSTAL SPRING CREEK
3803593,CRYSTAL SPRING CREEK
3803594,CRYSTAL SPRING CREEK
3803600,CAPITOL CREEK
3803604,ROARING FORK RIVER
3803610,ROARING FORK RIVER
3803620,ROARING FORK RIVER
3803625,ROARING FORK RIVER
3803626,COULTER CREEK
3803627,COULTER CREEK
3803628,COULTER CREEK
3803629,COULTER CREEK
3803633,SNOWMASS CREEK
3803634,SNOWMASS CREEK
3803635,HUNTER CREEK
3803653,ROARING FORK RIVER
3803654,ROARING FORK RIVER
3803655,ROARING FORK RIVER
3803656,CRYSTAL RIVER
3803659,FRENCHMAN CREEK
3803661,CATTLE CREEK
3803663,WILDCAT CREEK
3803664,WILDCAT CREEK
3803665,WILDCAT CREEK
3803666,WILDCAT CREEK
3803667,WILDCAT CREEK
3803668,WILDCAT CREEK
3803669,WILDCAT CREEK
3803670,WILDCAT CREEK
3803671,WILDCAT CREEK
3803673,WILDCAT CREEK
3803674,WILDCAT CREEK
3803675,WILDCAT CREEK
3803676,LITTLE WOODY CREEK
3803677,SAWYER CREEK
3803679,CRYSTAL RIVER
3803680,FRYINGPAN RIVER
3803681,FRYINGPAN RIVER
3803682,FRYINGPAN RIVER
3803685,BRUSH CREEK
3803687,ROARING FORK RIVER
3803688,ROARING FORK RIVER
3803689,FOURMILE CREEK
3803690,WARREN CREEK
3803691,SNOWMASS CREEK
3803692,SNOWMASS CREEK
3803694,ROARING FORK RIVER
3803701,BRUSH CREEK
3803703,ROARING FORK RIVER
3803704,ROARING FORK RIVER
3803705,ROARING FORK RIVER
3803706,ROARING FORK RIVER
3803707,ROARING FORK RIVER
3803708,ROARING FORK RIVER
3803709,ROARING FORK RIVER
3803710,ROARING FORK RIVER
3803712,ROARING FORK RIVER
3803713,FRYINGPAN RIVER
3803714,PRINCE CREEK
3803715,DRY WOODY CREEK
3803717,FRYINGPAN RIVER
3803722,WEST COULTER CREEK
3803723,ROARING FORK RIVER
3803724,EDGERTON CREEK
3803725,SNOWMASS CREEK
3803727,FRYINGPAN RIVER
3803728,LANDIS CREEK
3803729,THREEMILE CREEK
3803730,SOPRIS CREEK
3803731,SOPRIS CREEK
3803732,FRYINGPAN RIVER
3803733,ROARING FORK RIVER
3803734,LUCHSINGER CREEK
3803736,SOPRIS CREEK
3803737,SHIPPEES DRAW
3803738,PRINCE CREEK
3803739,BLUE CREEK
3803740,COULTER CREEK
3803741,COULTER CREEK
3803742,SHIPPEES DRAW
3803743,TONER CREEK
3803744,BLUE CREEK
3803745,THOMAS CREEK
3803746,ROARING FORK RIVER
3803747,THOMAS CREEK
3803748,THOMAS CREEK
3803749,WEST COULTER CREEK
3803750,MESA CREEK
3803751,EAST COULTER CREEK
3803752,EAST COULTER CREEK
3803754,ROARING FORK RIVER
3803755,EAST COULTER CREEK
3803757,CRYSTAL RIVER
3803758,CRYSTAL RIVER
3803759,WILDCAT CREEK
3803773,BLUE CREEK
3803774,BLUE CREEK
3803775,ROARING FORK RIVER
3803776,ROARING FORK RIVER
3803777,FOURMILE CREEK
3803778,BLUE CREEK
3803780,ROARING FORK RIVER
3803784,ROARING FORK RIVER
3803785,CATTLE CREEK
3803786,CATTLE CREEK
3803787,CRYSTAL RIVER
3803788,FOURMILE CREEK
3803789,FOURMILE CREEK
3803790,FOURMILE CREEK
3803793,SNOWMASS CREEK
3803794,BLUE CREEK
3803795,BLUE CREEK
3803796,BLUE CREEK
3803798,EDGERTON CREEK
3803799,CRYSTAL RIVER
3803800,CASTLE CREEK
3803801,BLUE CREEK
3803802,BRUSH CREEK
3803803,BRUSH CREEK
3803806,CASTLE CREEK
3803807,SNOWMASS CREEK
3803809,THREEMILE CREEK
3803812,CATTLE CREEK
3803813,COAL CREEK
3803814,ROARING FORK RIVER
3803815,ROARING FORK RIVER
3803816,ROARING FORK RIVER
3803818,FRYINGPAN RIVER
3803820,CASTLE CREEK
3803822,FOURMILE CREEK
3803827,CRYSTAL RIVER
3803829,MAROON CREEK
3803830,HUNTER CREEK
3803842,MAROON CREEK
3803844,FOURMILE CREEK
3803845,FOURMILE CREEK
3803847,CATTLE CREEK
3803854,FOURMILE CREEK
3803855,ROARING FORK RIVER
3803856,CRYSTAL RIVER
3803863,FOURMILE CREEK
3803871,FOURMILE CREEK
3803873,LITTLE WOODY CREEK
3803874,SNOWMASS CREEK
3803876,SNOWMASS CREEK
3803878,ROARING FORK RIVER
3803880,RED CANYON
3803882,BRUSH CREEK
3803884,THOMPSON CREEK
3803886,THOMPSON CREEK
3803887,THREEMILE CREEK
3803890,SNOWMASS CREEK
3803895,SOPRIS CREEK
3803897,CRYSTAL RIVER
3803901,ROARING FORK RIVER
3803902,YANK CREEK
3803907,CASTLE CREEK
3803908,CASTLE CREEK
3803909,CASTLE CREEK
3803910,CASTLE CREEK
3803911,CASTLE CREEK
3803912,CASTLE CREEK
3803913,CASTLE CREEK
3803914,CASTLE CREEK
3803915,CASTLE CREEK
3803916,CASTLE CREEK
3803917,CASTLE CREEK
3803918,CASTLE CREEK
3803919,CASTLE CREEK
3803920,CASTLE CREEK
3803921,CASTLE CREEK
3803924,FRYINGPAN RIVER
3803926,MAROON CREEK
3803927,MAROON CREEK
3803928,CATTLE CREEK
3803929,CATTLE CREEK
3803930,CATTLE CREEK
3803931,CATTLE CREEK
3803932,CATTLE CREEK
3803933,CATTLE CREEK
3803934,ROARING FORK RIVER
3803935,CRYSTAL RIVER
3803936,FRYINGPAN RIVER
3803937,CRYSTAL RIVER
3803938,FOURMILE CREEK
3803939,ROARING FORK RIVER
3803941,CAPITOL CREEK
3803942,BRUSH CREEK
3803943,BRUSH CREEK
3803944,ROARING FORK RIVER
3803946,BRUSH CREEK
3803948,ROARING FORK RIVER
3803949,ROARING FORK RIVER
3803953,CASTLE CREEK
3803954,WOODY CREEK
3803955,SHIPPEES DRAW
3803956,CRYSTAL RIVER
3803957,SNOWMASS CREEK
3803962,LANDIS CREEK
3803963,CASTLE CREEK
3803964,COAL CREEK
3803965,COAL CREEK
3803966,SNOWMASS CREEK
3803968,ROARING FORK RIVER
3803969,ROARING FORK RIVER
3803971,WILLOW CREEK
3803979,CRYSTAL SPRING CREEK
3803984,ROARING FORK RIVER
3803985,CATTLE CREEK
3803986,CAPITOL CREEK
3803987,FOURMILE CREEK
3803990,FOURMILE CREEK
3803991,ROARING FORK RIVER
3803992,ROARING FORK RIVER
3803994,HUNTER CREEK
3803995,HUNTER CREEK
3803996,LITTLE WOODY CREEK
3803998,CRYSTAL RIVER
3803999,BRUSH CREEK
3804006,WOODY CREEK
3804007,WOODY CREEK
3804008,WOODY CREEK
3804009,CASTLE CREEK
3804011,OWL CREEK
3804012,OWL CREEK
3804013,OWL CREEK
3804015,ROARING FORK RIVER
3804016,ROARING FORK RIVER
3804017,ROARING FORK RIVER
3804019,LITTLE ELK CREEK
3804020,LITTLE ELK CREEK
3804022,CRYSTAL RIVER
3804033,FRYINGPAN RIVER
3804034,FRYINGPAN RIVER
3804049,LITTLE WOODY CREEK
3804051,OWL CREEK
3804052,SNOWMASS CREEK
3804053,CRYSTAL RIVER
3804054,CRYSTAL RIVER
3804055,CRYSTAL RIVER
3804057,OWL CREEK
3804060,OWL CREEK
3804061,ROARING FORK RIVER
3804063,FOURMILE CREEK
3804064,FOURMILE CREEK
3804065,FOURMILE CREEK
3804066,CASTLE CREEK
3804067,CASTLE CREEK
3804068,SNOWMASS CREEK
3804069,SNOWMASS CREEK
3804070,SOPRIS CREEK
3804072,CRYSTAL RIVER
3804073,CRYSTAL RIVER
3804074,HUNTER CREEK
3804075,SNOWMASS CREEK
3804076,SNOWMASS CREEK
3804077,FOURMILE CREEK
3804078,ROARING FORK RIVER
3804079,CRYSTAL RIVER
3804081,OWL CREEK
3804082,FRYINGPAN RIVER
3804083,WOODY CREEK
3804084,WOODY CREEK
3804085,WOODY CREEK
3804086,SOPRIS CREEK
3804089,BRUSH CREEK
3804090,ROARING FORK RIVER
3804091,ROARING FORK RIVER
3804093,HUNTER CREEK
3804094,HUNTER CREEK
3804095,THREEMILE CREEK
3804096,HUNTER CREEK
3804097,CASTLE CREEK
3804098,CASTLE CREEK
3804099,SNOWMASS CREEK
3804101,ROARING FORK RIVER
3804102,ROARING FORK RIVER
3804103,ROARING FORK RIVER
3804104,FRYINGPAN RIVER
3804105,THOMPSON CREEK
3804108,SNOWMASS CREEK
3804111,ROARING FORK RIVER
3804112,ROARING FORK RIVER
3804113,ROARING FORK RIVER
3804121,EAST SOPRIS CREEK
3804122,EAST SOPRIS CREEK
3804127,LITTLE ELK CREEK
3804128,LITTLE ELK CREEK
3804129,LITTLE ELK CREEK
3804130,LITTLE ELK CREEK
3804131,SOPRIS CREEK
3804132,EAST SOPRIS CREEK
3804133,EAST SOPRIS CREEK
3804134,EAST SOPRIS CREEK
3804135,FOURMILE CREEK
3804136,CASTLE CREEK
3804137,DRY WOODY CREEK
3804139,ROARING FORK RIVER
3804140,ROARING FORK RIVER
3804145,CRYSTAL RIVER
3804146,DRY WOODY CREEK
3804152,ROARING FORK RIVER
3804157,ROARING FORK RIVER
3804159,ROARING FORK RIVER
3804160,ROARING FORK RIVER
3804161,ROARING FORK RIVER
3804162,ROARING FORK RIVER
3804163,ROARING FORK RIVER
3804164,ROARING FORK RIVER
3804165,ROARING FORK RIVER
3804166,ROARING FORK RIVER
3804167,ROARING FORK RIVER
3804168,ROARING FORK RIVER
3804169,ROARING FORK RIVER
3804170,ROARING FORK RIVER
3804171,ROARING FORK RIVER
3804172,ROARING FORK RIVER
3804173,ROARING FORK RIVER
3804174,OWL CREEK
3804175,OWL CREEK
3804176,OWL CREEK
3804177,OWL CREEK
3804178,OWL CREEK
3804179,OWL CREEK
3804180,OWL CREEK
3804181,OWL CREEK
3804182,OWL CREEK
3804183,OWL CREEK
3804198,ROARING FORK RIVER
3804199,ROARING FORK RIVER
3804208,ROARING FORK RIVER
3804209,ROARING FORK RIVER
3804210,ROARING FORK RIVER
3804211,THOMAS CREEK
3804212,BRUSH CREEK
3804213,ROARING FORK RIVER
3804214,OWL CREEK
3804215,OWL CREEK
3804216,OWL CREEK
3804217,OWL CREEK
3804218,OWL CREEK
3804219,ROARING FORK RIVER
3804220,ROARING FORK RIVER
3804221,ROARING FORK RIVER
3804222,ROARING FORK RIVER
3804223,COULTER CREEK
3804224,COULTER CREEK
3804225,OWL CREEK
3804226,OWL CREEK
3804227,OWL CREEK
3804228,OWL CREEK
3804229,CRYSTAL RIVER
3804230,CRYSTAL RIVER
3804231,CRYSTAL RIVER
3804232,CRYSTAL RIVER
3804233,CRYSTAL RIVER
3804234,CRYSTAL RIVER
3804235,CRYSTAL RIVER
3804236,CRYSTAL RIVER
3804237,CRYSTAL RIVER
3804238,CRYSTAL RIVER
3804239,CRYSTAL RIVER
3804240,CRYSTAL RIVER
3804241,CASTLE CREEK
3804242,CASTLE CREEK
3804243,CASTLE CREEK
3804246,SNOWMASS CREEK
3804247,SNOWMASS CREEK
3804248,LITTLE WOODY CREEK
3804249,DRY WOODY CREEK
3804250,DRY WOODY CREEK
3804251,DRY WOODY CREEK
3804252,DRY WOODY CREEK
3804253,DRY WOODY CREEK
3804254,DRY WOODY CREEK
3804255,DRY WOODY CREEK
3804256,DRY WOODY CREEK
3804257,DRY WOODY CREEK
3804258,DRY WOODY CREEK
3804259,DRY WOODY CREEK
3804260,DRY WOODY CREEK
3804261,DRY WOODY CREEK
3804262,DRY WOODY CREEK
3804263,CRYSTAL RIVER
3804266,OWL CREEK
3804267,CATTLE CREEK
3804268,CATTLE CREEK
3804269,RED CANYON
3804270,RED CANYON
3804271,RED CANYON
3804272,RED CANYON
3804273,RED CANYON
3804274,RED CANYON
3804275,RED CANYON
3804276,RED CANYON
3804277,WOODY CREEK
3804278,WOODY CREEK
3804282,BUFFALO CREEK
3804286,FRYINGPAN RIVER
3804287,FRYINGPAN RIVER
3804288,FRYINGPAN RIVER
3804289,CASTLE CREEK
3804293,CAPITOL CREEK
3804294,ROARING FORK RIVER
3804295,FRYINGPAN RIVER
3804296,ROARING FORK RIVER
3804297,CATTLE CREEK
3804298,ROARING FORK RIVER
3804299,WOODY CREEK
3804300,WOODY CREEK
3804313,THREEMILE CREEK
3804315,ROARING FORK RIVER
3804316,CRYSTAL RIVER
