,IWRmultiplier,RESloss,TBDmultiplier,M_Imultiplier,ShoshoneDMND,ENVflows,EVAdelta,XBM_mu0,XBM_sigma0,XBM_mu1,XBM_sigma1,XBM_p00,XBM_p11,shift,Controlvariable
3600507,0.06452084733210574,0.006694791973456953,0.0071881040716865454,0.005804157684866003,0.007816731752294201,0.011241697251342659,0.006704065127582509,0.0377080263293266,0.009970076755669716,0.017225826436102182,0.006217641298395338,0.01594189638823525,0.011580894855380205,0.04555235789294567,0.00862919330190524
3600603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600642,0.049293917527376434,0.010326763514386198,0.0241364254558539,0.011409643227628552,0.011927558103230582,0.010104411317251115,0.031128862644254438,0.04510404724391085,0.014551508731820982,0.034281397369768304,0.013280380320998854,0.02488585096744209,0.01357555679221221,0.03186521597235793,0.014792720201460528
3600645,0.0603770835881359,0.0064436488856797185,0.005374854699119347,0.00567362415157041,0.007953551252645021,0.011856535383033738,0.01993129853973822,0.05366135878032057,0.018095849301599385,0.015050378430003104,0.006884131819750125,0.012452331035997072,0.0319240156662475,0.04319872286554968,0.015859968448613364
3600658,0.02832765999332642,0.0079999560803903,0.007483196982268081,0.009101579314680516,0.024137845081698,0.014567294976730516,0.009652066517817191,0.04433989021634678,0.029239704498021105,0.013018047584520274,0.013822908847606329,0.01792304900352966,0.01935022288229545,0.018513985254527486,0.005420066642204107
3600660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600671,0.0373721450704208,0.010774602134361431,0.006220237746197514,0.010026292448814724,0.022910707078106957,0.01615485702154412,0.007048518582601564,0.02739596244386593,0.017115201762268797,0.01652342011849274,0.0135988647773826,0.03258205488641648,0.018118880952478576,0.01265069725580682,0.018808529239135827
3600687,0.015788237871958592,0.009063901083658734,0.005588072144796007,0.013929503173622073,0.015529693031163791,0.014610152179254291,0.010902813499815516,0.018943854381591987,0.009010895649668723,0.034567864441672015,0.0054156956704564775,0.023287341965766692,0.013092696801134458,0.032093893648338416,0.003795933023517183
3600709,0.02754012669757605,0.009232479314566387,0.011889772045295595,0.013062706075792869,0.025763822219264574,0.014021906486610957,0.005829548676108779,0.028169091109242907,0.0247387675887364,0.019972937987355763,0.018738058772620983,0.028248990960982063,0.009154243370918018,0.017010456909115238,0.012841853737264573
3600725,0.024254190416860937,0.011561349797897032,0.008598150518185625,0.008629718005268289,0.012223863560272328,0.014306717860292244,0.007490361417021891,0.03531787535907782,0.01847475362910336,0.01464652334582504,0.011020867673325007,0.03066750608219425,0.009640896180002459,0.027514701841768338,0.010766843968801385
