,IWRmultiplier,RESloss,TBDmultiplier,M_Imultiplier,ShoshoneDMND,ENVflows,EVAdelta,XBM_mu0,XBM_sigma0,XBM_mu1,XBM_sigma1,XBM_p00,XBM_p11,shift,Controlvariable
3600507,0.011671851776703136,0.014912578342064296,0.013315044456688685,0.018110069764413157,0.013511562542048165,0.009430856242292436,0.011540505395460351,0.01969157782510978,0.011752349611508405,0.016206464703921442,0.009295059462474466,0.01862997317513107,0.013506258079149066,0.022540278355975104,0.012201657442398888
3600603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600642,0.03621575459322069,0.006355558174080499,0.016297464330726756,0.011758097435088663,0.011846449785704708,0.013908785834262893,0.01285796742026331,0.0262490193889801,0.019067006957462416,0.016594379856280064,0.012773228196715322,0.023148856907992885,0.01997830959265359,0.01733197372836674,0.015119659033228941
3600645,0.024092289790395,0.014821248772207071,0.011913827423611,0.0132642616274002,0.012403486444174015,0.01251760541646255,0.014499100622449612,0.0182495695082084,0.014991369986141147,0.02471017989309829,0.014578100987403291,0.017112802349820364,0.01836168539514684,0.0162912600532435,0.01723433376786728
3600658,0.020801913204026374,0.0121987304967704,0.007330850544993324,0.007515214325675862,0.012891509066921068,0.010920582886543859,0.011740180531460462,0.01695062425825735,0.02573189835623044,0.014243107556015228,0.015466356810631144,0.016248466028304872,0.017832887900422426,0.013144708610622679,0.012325574463351292
3600660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600671,0.01931335339249572,0.008634781219834683,0.009901211828626444,0.00681445445476721,0.0167614923622599,0.01212337929928841,0.008037885242197774,0.02653654654843483,0.01316834685232948,0.010282263309061184,0.012123357082216051,0.025020968195157048,0.011360848776221821,0.018745989528868773,0.017079732728616598
3600687,0.014254169372811787,0.01892424951293112,0.01573205368313156,0.014434740812650209,0.015298786519108732,0.013005647886485729,0.010703133669277484,0.008849722321861155,0.013950217585214137,0.018427385344405904,0.011570967340823184,0.0073998183674590535,0.012108553727715677,0.014958293848465812,0.009864132126645405
3600709,0.014080092848943682,0.008864209733571127,0.01271300943142008,0.012344951853120891,0.013040086392448405,0.0131491997768878,0.009444536592185259,0.0236409206169666,0.014942232665632741,0.01636087145333124,0.011068082102193556,0.013808551011518724,0.014793081228749972,0.010002179504925443,0.009671917014884329
3600725,0.018432447816409018,0.01232202985211643,0.005642157783700259,0.010081549409924373,0.012658422912537607,0.014447319522861185,0.010202293832027629,0.00964374539190066,0.023691326188720455,0.0148169757979111,0.009409653108178664,0.021913197155636256,0.015444251816909862,0.01865753551381893,0.013749942556329605
3600728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600734,0.022780388107430688,0.011021583942133274,0.0063205967711113115,0.01576631047140338,0.01806360453221094,0.011777754591955571,0.010380224279926171,0.015326391762078503,0.022030959610512702,0.015553953343697084,0.013070068172980178,0.012716266747009113,0.01259738676948174,0.017185861794187383,0.010809547215903964
3600765,0.015035060094197437,0.014404114822639187,0.01060206170374203,0.015112878971200025,0.014931618724765146,0.016041492726589834,0.013044322547852656,0.03157785826326196,0.0196392775087556,0.016589713635715604,0.016341888132459098,0.017936985402618948,0.010637049482661576,0.014147890549857163,0.01283151461479861
3600775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600780,0.02338539950121543,0.01293580846045167,0.010377563999594492,0.010555051094383072,0.01819750939204061,0.0124989254144157,0.00650573077360224,0.019677192481392908,0.022521675455986115,0.009852280805443824,0.010415809454351251,0.028617345828479555,0.015733169204569155,0.017557775072229616,0.0059950012209150465
3600796,0.025674100408214696,0.009809871456538598,0.008887707261275442,0.008128911051316622,0.016891669916732927,0.010321081124135368,0.012217920059824907,0.01328491688864343,0.016501822636052238,0.009399115874554224,0.014137969518467575,0.012567529360508364,0.014186480152788897,0.013049067703142842,0.009246920012276784
3600801,0.024454999868473267,0.01782482755879236,0.008026881576094446,0.020692615437242472,0.018899620728919653,0.026250551887086984,0.025931072606479887,0.020232387451307583,0.015241819743267037,0.018338149742957936,0.00987147959995517,0.029415173051199457,0.019524669406218057,0.02072987369183037,0.024945547446373586
3603543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604684,0.009604607537334076,0.010548112216115851,0.7744621771948449,0.008025542816758286,0.009383902756437242,0.008115396684122483,0.008388353046826292,0.007900601275892472,0.009852659851864676,0.005621659201377307,0.010011320147027464,0.009267272353517956,0.009539818683229792,0.01450524310762839,0.008393139101988946
3700519,0.026457187429521908,0.017102841591358102,0.015305590425975991,0.013709508685803182,0.014850262194689684,0.012557808401719628,0.016802210848575912,0.038062410962559884,0.011215335322211618,0.01593834381583547,0.015888683791710503,0.015443596438023784,0.009673588020231948,0.018955882115643162,0.017145669454640182
3700539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700545,0.018188777914059377,0.01214388863198398,0.0058486426711923094,0.01044590440451797,0.019177565229806397,0.014076296083075656,0.011215001719247315,0.020755668077814662,0.018642148681801824,0.01242559136889218,0.01276865099404228,0.013656874097011155,0.01878550814887176,0.008402950104502614,0.014623350274502678
3700548,0.018152531232880468,0.0063918518737344525,0.011931412019414313,0.008308099188494804,0.02928619663037222,0.01198064075342332,0.015946592757250667,0.023684495457051664,0.017452122888218034,0.014728242855207544,0.007810203211505986,0.01008780744711502,0.01186961153396025,0.00833646763691025,0.007846832952880141
3700560,0.008673948279791779,0.009964497797236124,0.009466319892287666,0.013888812449585322,0.018676345689626908,0.015070775229781062,0.020627460446634528,0.01946522690016994,0.024555797429480344,0.021862141205057462,0.012291824335915856,0.021633771628215656,0.021842035079181837,0.028592691596837444,0.017510976769420362
3700561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700642,0.017066165292775822,0.009107249667500544,0.007934414766168135,0.01061219645261242,0.059847135573091424,0.013231625934431349,0.008406944672126644,0.018619810845506155,0.01377567947467232,0.0173419621165518,0.014865661805227718,0.012416350099456172,0.00607558740321668,0.006466140277383746,0.010485465367049071
3700655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
