,0
IWRmultiplier,0.040438699790234844
RESloss,0.00013741362762598186
TBDmultiplier,0.005041898552957669
M_Imultiplier,5.221918943587589e-06
ShoshoneDMND,0.004663865476182361
ENVflows,0.5847832720347772
EVAdelta,0.011974574488673562
XBM_mu0,0.03728587752293677
XBM_sigma0,0.003749257742815759
XBM_mu1,0.0007619570865226022
XBM_sigma1,0.00043930826514249066
XBM_p00,0.007523399121722396
XBM_p11,0.00167342098868406
shift,0.0014264177144334145
