,0
IWRmultiplier,0.021277107950837038
RESloss,0.0009355365940401095
TBDmultiplier,0.0037336008033377333
M_Imultiplier,0.0003126233529856526
ShoshoneDMND,0.0014085548928135516
ENVflows,0.6427307805516647
EVAdelta,0.0008946465346709731
XBM_mu0,0.025545180307916415
XBM_sigma0,0.005815211991308855
XBM_mu1,0.00011953314008517069
XBM_sigma1,0.00045146743719259863
XBM_p00,0.003576955351454414
XBM_p11,8.153726449577903e-08
shift,0.0038719088809339164
