1908	1150.	0.	
1908	0.	0.	
1908	28.	0.	
1909	28.	0.	
1909	31.	0.	
1909	27.	0.	
1909	67.	0.	
1909	1046.	0.	
1909	2663.	0.	
1909	2524.	0.	
1909	2179.	0.	
1909	1275.	0.	
1909	937.	0.	
1909	29.	0.	
1909	28.	0.	
1910	28.	0.	
1910	31.	0.	
1910	27.	0.	
1910	67.	0.	
1910	1046.	0.	
1910	2391.	0.	
1910	2382.	0.	
1910	1930.	0.	
1910	1442.	0.	
1910	937.	0.	
1910	0.	0.	
1910	0.	0.	
1911	28.	0.	
1911	31.	0.	
1911	27.	0.	
1911	31.	0.	
1911	1245.	0.	
1911	2391.	0.	
1911	2382.	0.	
1911	1930.	0.	
1911	1548.	0.	
1911	644.	0.	
1911	15.	0.	
1911	28.	0.	
1912	28.	0.	
1912	31.	0.	
1912	27.	0.	
1912	67.	0.	
1912	1245.	0.	
1912	2663.	0.	
1912	2524.	0.	
1912	2179.	0.	
1912	1275.	0.	
1912	644.	0.	
1912	15.	0.	
1912	12.	0.	
1913	28.	0.	
1913	31.	0.	
1913	27.	0.	
1913	31.	0.	
1913	1245.	0.	
1913	2391.	0.	
1913	2382.	0.	
1913	1930.	0.	
1913	1442.	0.	
1913	937.	0.	
1913	29.	0.	
1913	28.	0.	
1914	28.	0.	
1914	11.	0.	
1914	27.	0.	
1914	31.	0.	
1914	1245.	0.	
1914	2663.	0.	
1914	2524.	0.	
1914	2179.	0.	
1914	1442.	0.	
1914	937.	0.	
1914	29.	0.	
1914	28.	0.	
1915	0.	0.	
1915	31.	0.	
1915	27.	0.	
1915	67.	0.	
1915	1062.	0.	
1915	2391.	0.	
1915	2382.	0.	
1915	1823.	0.	
1915	1548.	0.	
1915	1150.	0.	
1915	0.	0.	
1915	28.	0.	
1916	28.	0.	
1916	31.	0.	
1916	21.	0.	
1916	31.	0.	
1916	1046.	0.	
1916	2663.	0.	
1916	2524.	0.	
1916	2179.	0.	
1916	1275.	0.	
1916	644.	0.	
1916	29.	0.	
1916	12.	0.	
1917	12.	0.	
1917	11.	0.	
1917	21.	0.	
1917	67.	0.	
1917	1046.	0.	
1917	2663.	0.	
1917	2524.	0.	
1917	2179.	0.	
1917	1275.	0.	
1917	937.	0.	
1917	29.	0.	
1917	28.	0.	
1918	28.	0.	
1918	31.	0.	
1918	21.	0.	
1918	67.	0.	
1918	1245.	0.	
1918	2663.	0.	
1918	2382.	0.	
1918	1930.	0.	
1918	1275.	0.	
1918	644.	0.	
1918	15.	0.	
1918	12.	0.	
1919	12.	0.	
1919	31.	0.	
1919	27.	0.	
1919	31.	0.	
1919	1245.	0.	
1919	2391.	0.	
1919	2382.	0.	
1919	1930.	0.	
1919	1442.	0.	
1919	937.	0.	
1919	29.	0.	
1919	28.	0.	
1920	12.	0.	
1920	31.	0.	
1920	27.	0.	
1920	67.	0.	
1920	1245.	0.	
1920	2663.	0.	
1920	2524.	0.	
1920	2179.	0.	
1920	1442.	0.	
1920	937.	0.	
1920	29.	0.	
1920	28.	0.	
1921	28.	0.	
1921	31.	0.	
1921	27.	0.	
1921	67.	0.	
1921	1046.	0.	
1921	2663.	0.	
1921	2524.	0.	
1921	2179.	0.	
1921	1275.	0.	
1921	937.	0.	
1921	29.	0.	
1921	28.	0.	
1922	28.	0.	
1922	31.	0.	
1922	21.	0.	
1922	67.	0.	
1922	1245.	0.	
1922	2391.	0.	
1922	2382.	0.	
1922	1930.	0.	
1922	1442.	0.	
1922	937.	0.	
1922	29.	0.	
1922	12.	0.	
1923	28.	0.	
1923	31.	0.	
1923	27.	0.	
1923	67.	0.	
1923	1245.	0.	
1923	2663.	0.	
1923	2524.	0.	
1923	2179.	0.	
1923	1275.	0.	
1923	937.	0.	
1923	29.	0.	
1923	28.	0.	
1924	12.	0.	
1924	31.	0.	
1924	27.	0.	
1924	67.	0.	
1924	1046.	0.	
1924	2663.	0.	
1924	2382.	0.	
1924	1823.	0.	
1924	1442.	0.	
1924	937.	0.	
1924	29.	0.	
1924	0.	0.	
1925	28.	0.	
1925	31.	0.	
1925	27.	0.	
1925	31.	0.	
1925	1046.	0.	
1925	2391.	0.	
1925	2382.	0.	
1925	2179.	0.	
1925	1275.	0.	
1925	644.	0.	
1925	15.	0.	
1925	28.	0.	
1926	28.	0.	
1926	31.	0.	
1926	27.	0.	
1926	67.	0.	
1926	1046.	0.	
1926	2391.	0.	
1926	2382.	0.	
1926	1930.	0.	
1926	1442.	0.	
1926	937.	0.	
1926	29.	0.	
1926	28.	0.	
1927	28.	0.	
1927	31.	0.	
1927	27.	0.	
1927	67.	0.	
1927	1245.	0.	
1927	2663.	0.	
1927	2382.	0.	
1927	2179.	0.	
1927	1275.	0.	
1927	644.	0.	
1927	15.	0.	
1927	12.	0.	
1928	28.	0.	
1928	11.	0.	
1928	27.	0.	
1928	67.	0.	
1928	1245.	0.	
1928	2391.	0.	
1928	2382.	0.	
1928	1930.	0.	
1928	1442.	0.	
1928	937.	0.	
1928	29.	0.	
1928	28.	0.	
1929	28.	0.	
1929	31.	0.	
1929	27.	0.	
